0.0;844.0;12.0;144.0;700.0;0.0
0.0;844.0;12.0;144.0;700.0;0.0
0.0;844.0;12.0;144.0;700.0;0.0
0.0;844.0;12.0;144.0;700.0;0.0
0.0;844.0;12.0;144.0;700.1;0.0
0.0;844.0;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.1;0.0
0.0;844.1;12.0;144.0;700.2;0.0
0.0;844.1;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.2;0.0
0.0;844.2;12.0;144.0;700.3;0.0
0.0;844.2;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.3;0.0
0.0;844.3;12.0;144.0;700.4;0.0
0.0;844.3;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.4;0.0
0.0;844.4;12.0;144.0;700.5;0.0
0.0;844.4;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.5;0.0
0.0;844.5;12.0;144.0;700.6;0.0
0.0;844.5;12.0;144.0;700.6;0.0
0.0;842.5;12.0;143.7;700.6;-10.1
0.0;842.4;12.0;143.7;700.6;0.0
0.0;842.4;12.0;143.7;700.6;0.0
0.0;842.3;12.0;143.7;700.6;0.0
0.0;842.3;12.0;143.7;700.6;0.0
0.0;844.3;12.0;143.7;700.6;0.0
0.0;844.3;12.0;143.7;700.6;0.0
0.0;846.4;12.0;144.0;700.7;10.1
0.0;846.5;12.0;144.0;700.7;0.0
0.0;846.6;12.0;144.0;700.7;0.0
0.0;846.6;12.0;144.0;700.7;0.0
0.0;846.7;12.0;144.0;700.7;0.0
0.0;844.7;12.0;144.0;700.7;0.0
0.0;844.7;12.0;144.0;700.7;0.0
0.0;844.7;12.0;144.0;700.7;0.0
0.0;844.7;12.0;144.0;700.8;0.0
0.0;844.7;12.0;144.0;700.8;0.0
0.0;840.8;12.0;143.5;700.8;-19.3
0.0;840.7;12.0;143.5;700.8;0.0
0.0;840.6;12.0;143.5;700.8;0.0
0.0;840.5;12.0;143.5;700.8;0.0
0.0;840.4;12.0;143.5;700.8;0.0
0.0;844.3;12.0;143.5;700.8;0.0
0.0;844.3;12.0;143.5;700.9;0.0
0.0;848.3;12.0;144.0;700.9;19.3
0.0;848.4;12.0;144.0;700.9;0.0
0.0;848.5;12.0;144.0;700.9;0.0
0.0;848.6;12.0;144.0;700.9;0.0
0.0;844.7;12.0;143.4;700.9;-19.8
0.0;840.7;12.0;143.4;700.9;0.0
0.0;840.6;12.0;143.4;700.9;0.0
0.0;840.5;12.0;143.4;700.9;0.0
0.0;840.4;12.0;143.4;701.0;0.0
0.0;844.4;12.0;143.4;701.0;0.0
0.0;844.4;12.0;143.4;701.0;0.0
0.0;848.5;12.0;144.0;701.0;19.8
0.0;848.6;12.0;144.0;701.0;0.0
0.0;844.5;12.0;143.4;701.0;-20.5
0.0;844.5;12.0;143.4;701.0;0.0
0.0;844.6;12.0;143.4;701.0;0.0
0.0;840.5;12.0;143.4;701.1;0.0
0.0;840.4;12.0;143.4;701.1;0.0
0.0;844.5;12.0;143.4;701.1;0.0
0.0;844.5;12.0;143.4;701.1;0.0
0.0;848.7;12.0;144.0;701.1;20.5
0.0;848.8;12.0;144.0;701.1;0.0
0.0;849.0;12.0;144.0;701.1;0.0
0.1;842.4;12.0;143.1;701.1;-32.6
0.1;842.3;12.0;143.1;701.2;0.0
0.1;838.1;12.0;143.1;701.2;0.0
0.1;837.9;12.0;143.1;701.2;0.0
0.1;837.7;12.0;143.1;701.2;0.0
0.1;844.3;12.0;143.1;701.2;0.0
0.1;844.3;12.0;143.1;701.2;0.0
0.0;851.0;12.0;144.0;701.2;32.6
0.0;851.2;12.0;144.0;701.2;0.0
0.6;849.9;12.0;136.4;701.2;0.0
0.6;848.5;12.0;136.4;701.3;0.0
0.6;847.2;12.0;136.4;701.3;0.0
0.6;839.2;12.0;136.4;701.3;0.0
0.6;837.6;12.0;136.4;701.3;0.0
0.6;837.6;12.0;136.4;701.3;0.0
0.6;837.7;12.0;136.4;701.3;0.0
0.0;839.2;12.0;144.0;701.3;0.0
0.8;838.9;12.0;135.0;701.3;0.0
0.8;838.7;12.0;135.0;701.3;0.0
0.8;838.4;12.0;135.0;701.4;0.0
0.8;838.1;12.0;135.0;701.4;0.0
